formula,g,i,intensity,name,q
C283H449N80O94S2,0,181,56379,,6
C283H449N80O94S2,1,181,12192,,6
C283H449N80O94S2,3,181,4914,,6
C283H449N80O94S2,0,181,73649,,7
C288H456N81O97S2,0,181,18604,,6
C288H456N81O97S2,2,181,15132,,6
C288H456N81O97S2,0,181,56413,,7
C288H456N81O97S2,0,181,34203,,8
C293H465N82O98S2,1,181,25155,,5
C293H465N82O98S2,2,181,1977,,5
C293H465N82O98S2,0,181,49446,,6
C293H465N82O98S2,3,181,16263,,6
C293H465N82O98S2,0,181,51859,,7
C293H465N82O98S2,3,181,586,,7
C297H470N83O101S2,0,181,34899,,6
C297H470N83O101S2,2,181,5989,,6
C297H470N83O101S2,1,181,52428,,7
C307H487N86O105S2,2,181,18251,,6
C307H487N86O105S2,0,181,33334,,7
C307H487N86O105S2,3,181,10078,,7
C307H487N86O105S2,0,181,14527,,8
C307H487N86O105S2,2,181,9477,,8
C319H510N91O107S2,0,181,32001,,7
C319H510N91O107S2,0,181,28754,,8
C322H515N92O109S2,0,181,11087,,8
C352H559N99O119P1S2,0,181,13230,,8
C352H559N99O119P1S2,2,181,6028,,8
C366H584N106O123P1S2,0,181,26194,,8
C421H666N120O143P1S2,0,181,23769,,9
C421H666N120O143P1S2,4,181,7381,,9
C446H710N126O149P1S2,0,181,15920,,10
C450H715N127O152P1S2,0,181,20686,,11
C470H742N131O159P2S2,0,181,24253,,10
C523H829N146O171P2S2,2,181,2503,,10
C523H829N146O171P2S2,5,181,19576,,10
C523H829N146O171P2S2,0,181,22482,,12
C523H829N146O171P2S2,7,181,12486,,12
C608H958N168O201P3S2,2,181,48827,,12
C608H958N168O201P3S2,1,181,22290,,13
C608H958N168O201P3S2,5,181,15713,,13
C721H1137N197O236P3S3,3,181,25683,,15
C724H1142N198O238P3S3,0,181,107095,,16
C746H1178N204O247P3S3,1,181,44938,,15
C746H1178N204O247P3S3,0,181,53761,,16
C765H1211N209O253P3S5,0,181,52254,,15
C765H1211N209O253P3S5,4,181,27164,,15
C765H1211N209O253P3S5,0,181,19394,,16
C765H1211N209O253P3S5,3,181,42235,,16
C765H1211N209O253P3S5,0,181,73306,,17
C765H1211N209O253P3S5,0,181,14058,,18
C765H1211N209O253P3S5,1,181,19262,,18
C767H1214N210O254P3S5,0,181,58212,,14
C767H1214N210O254P3S5,4,181,47725,,14
C767H1214N210O254P3S5,5,181,22899,,14
C767H1214N210O254P3S5,0,181,87789,,15
C767H1214N210O254P3S5,1,181,114469,,15
C767H1214N210O254P3S5,4,181,66990,,15
C767H1214N210O254P3S5,0,181,270027,,16
C767H1214N210O254P3S5,3,181,46139,,16
C767H1214N210O254P3S5,0,181,278320,,17
C767H1214N210O254P3S5,2,181,27497,,17
C767H1214N210O254P3S5,0,181,151803,,18
C767H1214N210O254P3S5,1,181,39091,,18
C171H274N45O60P1S3,0,181,14964,,4
C171H274N45O60P1S3,1,181,5735,,4
C181H291N48O63P1S3,13,181,769,,4
C181H291N48O63P1S3,14,181,16266,,4
C187H298N51O64P1S3,5,181,90461,,4
C187H298N51O64P1S3,6,181,2060,,4
C187H298N51O64P1S3,9,181,1611,,4
C187H298N51O64P1S3,10,181,16514,,4
C187H298N51O64P1S3,14,181,40097,,4
C192H305N52O67P1S3,9,181,11675,,4
C192H305N52O67P1S3,10,181,247,,4
C210H337N57O76P2S3,10,181,2671,,5
C210H337N57O76P2S3,11,181,15633,,5
C210H337N57O76P2S3,12,181,7512,,5
C210H337N57O76P2S3,13,181,15650,,5
C210H337N57O76P2S3,11,181,10935,,6
C218H349N59O79P2S3,0,181,17012,,5
C218H349N59O79P2S3,1,181,29267,,5
C235H372N62O83P2S3,6,181,35810,,5
C235H372N62O83P2S3,5,181,21490,,6
C241H384N64O84P2S3,-1,181,20366,,5
C241H384N64O84P2S3,4,181,19705,,5
C241H384N64O84P2S3,-1,181,30343,,6
C241H384N64O84P2S3,4,181,8962,,6
C248H396N66O88P2S3,1,181,29192,,5
C265H426N70O91P2S3,-1,181,77510,,6
C265H426N70O91P2S3,2,181,4094,,6
C274H440N72O94P2S3,-1,181,1448,,6
C274H440N72O94P2S3,0,181,16033,,6
C276H443N73O95P2S3,0,181,32167,,5
C276H443N73O95P2S3,0,181,39818,,6
C276H443N73O95P2S3,1,181,27017,,6
C276H443N73O95P2S3,0,181,36567,,7
C276H443N73O95P2S3,4,181,4508,,7
C282H455N75O96P2S3,0,181,17039,,6
C282H455N75O96P2S3,1,181,9264,,6
C282H455N75O96P2S3,3,181,1833,,6
C282H455N75O96P2S3,-1,181,4725,,7
C282H455N75O96P2S3,0,181,10496,,7
C291H464N76O97P2S3,-1,181,50234,,6
C291H464N76O97P2S3,3,181,505,,6
C291H464N76O97P2S3,5,181,49100,,6
C291H464N76O97P2S3,0,181,25295,,7
C297H476N80O98P2S3,1,181,48118,,6
C297H476N80O98P2S3,-1,181,42732,,7
C297H476N80O98P2S3,2,181,15372,,7
C297H476N80O98P2S3,4,181,22965,,7
C297H476N80O98P2S3,-1,181,6002,,8
C297H476N80O98P2S3,0,181,17646,,8
C297H476N80O98P2S3,2,181,5908,,8
C308H486N82O99P2S3,-1,181,41547,,7
C308H486N82O99P2S3,0,181,21455,,7
C459H731N129O155P1S2,0,181,45735,,10
C470H741N131O156P1S2,0,181,55241,,10
C491H774N138O159P1S2,0,181,27276,,11
C491H774N138O159P1S2,1,181,7463,,11
C502H791N141O163P1S2,0,181,33497,,10
C502H791N141O163P1S2,1,181,36742,,10
C502H791N141O163P1S2,0,181,69643,,11
C502H791N141O163P1S2,4,181,2932,,11
C502H791N141O163P1S2,0,181,41228,,12
C580H919N160O190P2S2,0,181,50521,,12
C16H30N6O6S1,0,182,27339,,1
C16H30N6O6S1,3,182,8236,,1
C16H30N6O6S1,8,182,27695,,1
C16H30N6O6S1,11,182,21635,,1
C16H30N6O6S1,16,182,15456,,1
C32H56N10O12S2,5,182,19952,,2
C32H56N10O12S2,15,182,5408,,2
C77H134N22O26S3,6,182,16580,,4
C18H29N4O10,0,182,2252,,1
C18H29N4O10,2,182,10029,,1
C18H29N4O10,5,182,1033,,1
C18H29N4O10,14,182,7160,,1
C33H52N9O14,13,182,8573,,2
C37H59N10O16,0,182,69566,,2
C37H59N10O16,5,182,15987,,2
C37H59N10O16,16,182,12983,,2
C55H94N15O19,0,182,39223,,3
C55H94N15O19,14,182,7525,,3
C74H123N20O27,15,182,11485,,4
C16H30N6O6S1,-1,183,7450,,1
C16H30N6O6S1,0,183,7405,,1
C16H30N6O6S1,1,183,132559,,1
C16H30N6O6S1,2,183,23838,,1
C16H30N6O6S1,8,183,18456,,1
C16H30N6O6S1,9,183,11337,,1
C16H30N6O6S1,13,183,15247,,1
C16H30N6O6S1,16,183,7990,,1
C32H56N10O12S2,9,183,25137,,2
C52H92N16O19S2,15,183,9035,,3
C91H155N25O32S3,9,183,14633,,5
C18H29N4O10,0,183,2018,,1
C18H29N4O10,7,183,3444,,1
C18H29N4O10,11,183,1456,,1
C18H29N4O10,12,183,5694,,1
C18H29N4O10,14,183,3185,,1
C37H59N10O16,0,183,53710,,2
C37H59N10O16,4,183,1682,,2
C37H59N10O16,5,183,11814,,2
C37H59N10O16,16,183,13121,,2
C55H94N15O19,0,183,22688,,3
C55H94N15O19,8,183,8791,,3
C57H97N16O20,7,183,9597,,3
C57H97N16O20,10,183,4189,,3
C74H123N20O27,3,183,4439,,4
C74H123N20O27,4,183,34002,,4
C77H128N21O29,2,183,14228,,4
C16H30N6O6S1,0,184,28640,,1
C16H30N6O6S1,8,184,26880,,1
C16H30N6O6S1,16,184,11120,,1
C32H56N10O12S2,14,184,5510,,2
C52H92N16O19S2,1,184,41859,,3
C52H92N16O19S2,2,184,18972,,3
C52H92N16O19S2,8,184,10037,,3
C93H158N26O33S3,0,184,25556,,5
C18H29N4O10,6,184,2006,,1
C18H29N4O10,8,184,1286,,1
C18H29N4O10,11,184,3924,,1
C18H29N4O10,13,184,4919,,1
C18H29N4O10,14,184,3732,,1
C18H29N4O10,15,184,1312,,1
C37H59N10O16,0,184,65576,,2
C37H59N10O16,16,184,4440,,2
C37H59N10O16,17,184,12335,,2
C55H94N15O19,0,184,50033,,3
C55H94N15O19,9,184,9202,,3
C55H94N15O19,14,184,10404,,3
C57H97N16O20,7,184,12989,,3
C16H30N6O6S1,0,185,103612,,1
C16H30N6O6S1,3,185,18850,,1
C16H30N6O6S1,8,185,15345,,1
C16H30N6O6S1,9,185,5038,,1
C16H30N6O6S1,11,185,11869,,1
C52H92N16O19S2,15,185,9075,,3
C68H120N20O23S3,3,185,13755,,4
C91H155N25O32S3,4,185,12928,,5
C93H158N26O33S3,-1,185,21685,,5
C18H29N4O10,2,185,7406,,1
C18H29N4O10,4,185,862,,1
C18H29N4O10,6,185,1634,,1
C18H29N4O10,12,185,4226,,1
C18H29N4O10,13,185,2665,,1
C37H59N10O16,0,185,55481,,2
C37H59N10O16,6,185,14071,,2
C55H94N15O19,8,185,5998,,3
C55H94N15O19,9,185,3605,,3
C57H97N16O20,6,185,4735,,3
C57H97N16O20,7,185,8289,,3
C57H97N16O20,14,185,10458,,3
C62H106N17O21,3,185,10803,,3
C74H123N20O27,2,185,8443,,4
C74H123N20O27,3,185,16274,,4
C77H128N21O29,0,185,3016,,4
C77H128N21O29,3,185,16819,,4
C77H128N21O29,6,185,15552,,4
C95H158N27O36,8,185,9384,,5
C16H30N6O6S1,0,186,121415,,1
C16H30N6O6S1,2,186,24472,,1
C16H30N6O6S1,8,186,17418,,1
C16H30N6O6S1,9,186,6151,,1
C16H30N6O6S1,10,186,4126,,1
C16H30N6O6S1,11,186,7593,,1
C16H30N6O6S1,16,186,8695,,1
C52H92N16O19S2,7,186,7979,,3
C91H155N25O32S3,1,186,4299,,5
C91H155N25O32S3,2,186,6021,,5
C18H29N4O10,2,186,14028,,1
C18H29N4O10,4,186,3328,,1
C18H29N4O10,13,186,2634,,1
C37H59N10O16,0,186,51781,,2
C37H59N10O16,1,186,26559,,2
C37H59N10O16,5,186,11729,,2
C37H59N10O16,16,186,4796,,2
C55H94N15O19,0,186,26684,,3
C57H97N16O20,6,186,8344,,3
C57H97N16O20,14,186,6480,,3
C74H123N20O27,4,186,24110,,4
C95H158N27O36,14,186,45199,,5
C16H30N6O6S1,0,187,20864,,1
C16H30N6O6S1,1,187,6519,,1
C16H30N6O6S1,2,187,133300,,1
C16H30N6O6S1,8,187,23811,,1
C16H30N6O6S1,11,187,1685,,1
C16H30N6O6S1,16,187,8031,,1
C32H56N10O12S2,8,187,11827,,2
C32H56N10O12S2,9,187,34533,,2
C52H92N16O19S2,13,187,6484,,3
C52H92N16O19S2,14,187,2922,,3
C52H92N16O19S2,15,187,10393,,3
C77H134N22O26S3,8,187,21814,,4
C18H29N4O10,4,187,2093,,1
C18H29N4O10,7,187,4705,,1
C18H29N4O10,8,187,1842,,1
C18H29N4O10,11,187,2120,,1
C18H29N4O10,13,187,3731,,1
C18H29N4O10,16,187,1235,,1
C33H52N9O14,17,187,11015,,2
C37H59N10O16,0,187,68839,,2
C37H59N10O16,16,187,4940,,2
C55H94N15O19,7,187,7501,,3
C55H94N15O19,8,187,3524,,3
C55H94N15O19,9,187,7237,,3
C16H30N6O6S1,5,188,52231,c5,1
C16H30N6O6S1,6,188,25728,c5,1
C16H30N6O6S1,9,188,9651,c5,1
C16H30N6O6S1,16,188,36668,c5,1
C16H30N6O6S1,19,188,17795,c5,1
C38H68N12O13S2,-1,188,143052,c10,2
C38H68N12O13S2,15,188,40958,c10,2
C91H155N25O32S3,3,188,82798,c21,5
C91H155N25O32S3,11,188,103579,c21,5
C18H29N4O10,4,188,31009,z4,1
C18H29N4O10,6,188,8285,z4,1
C18H29N4O10,8,188,14095,z4,1
C18H29N4O10,11,188,23313,z4,1
C18H29N4O10,12,188,10326,z4,1
C18H29N4O10,13,188,23940,z4,1
C18H29N4O10,20,188,54342,z4,1
C37H59N10O16,7,188,39513,z8,2
C37H59N10O16,11,188,18826,z8,2
C37H59N10O16,12,188,64178,z8,2
C55H94N15O19,5,188,41650,z11,3
C62H106N17O21,3,188,18841,z13,3
C62H106N17O21,14,188,44319,z13,3
C62H106N17O21,19,188,15354,z13,3
C87H145N24O32,8,188,104909,z19,4
C95H158N27O36,6,188,15940,z21,5
C95H158N27O36,7,188,56699,z21,5
C95H158N27O36,14,188,64674,z21,5
C116H192N35O43S1,5,188,37989,z26,6
C16H30N6O6S1,4,189,22765,c5,1
C16H30N6O6S1,15,189,21561,c5,1
C32H56N10O12S2,1,189,34018,c9,2
C38H68N12O13S2,3,189,145621,c10,2
C52H92N16O19S2,14,189,19213,c13,3
C52H92N16O19S2,15,189,34652,c13,3
C52H92N16O19S2,16,189,18725,c13,3
C93H158N26O33S3,0,189,70790,c22,5
C18H29N4O10,0,189,9131,z4,1
C18H29N4O10,3,189,4177,z4,1
C18H29N4O10,4,189,26816,z4,1
C18H29N4O10,12,189,26133,z4,1
C18H29N4O10,13,189,20058,z4,1
C18H29N4O10,15,189,4668,z4,1
C18H29N4O10,20,189,37863,z4,1
C37H59N10O16,7,189,27704,z8,2
C37H59N10O16,8,189,20932,z8,2
C37H59N10O16,18,189,13499,z8,2
C37H59N10O16,19,189,16681,z8,2
C57H97N16O20,6,189,49712,z12,3
C62H106N17O21,10,189,42658,z13,3
C62H106N17O21,11,189,125786,z13,3
C77H128N21O29,1,189,36068,z17,4
C87H145N24O32,8,189,57468,z19,4
C95H158N27O36,1,189,85882,z21,5
C116H192N35O43S1,2,189,53070,z26,6
C116H192N35O43S1,3,189,22631,z26,6
C138H229N42O51S2,14,189,75792,z31,7
C16H30N6O6S1,0,190,55101,c5,1
C16H30N6O6S1,4,190,33212,c5,1
C16H30N6O6S1,6,190,27477,c5,1
C16H30N6O6S1,8,190,11453,c5,1
C16H30N6O6S1,9,190,12041,c5,1
C16H30N6O6S1,16,190,64670,c5,1
C38H68N12O13S2,2,190,97404,c10,2
C38H68N12O13S2,5,190,56008,c10,2
C38H68N12O13S2,9,190,22715,c10,2
C38H68N12O13S2,15,190,29743,c10,2
C52H92N16O19S2,16,190,46118,c13,3
C115H197N33O37S3,4,190,131797,c26,6
C115H197N33O37S3,5,190,137382,c26,6
C18H29N4O10,1,190,20993,z4,1
C18H29N4O10,7,190,7487,z4,1
C18H29N4O10,8,190,3274,z4,1
C18H29N4O10,13,190,13880,z4,1
C18H29N4O10,14,190,5569,z4,1
C37H59N10O16,18,190,13222,z8,2
C43H70N11O17,18,190,107719,z9,2
C55H94N15O19,6,190,49938,z11,3
C62H106N17O21,11,190,166534,z13,3
C81H134N23O31,13,190,41892,z18,4
C81H134N23O31,14,190,56049,z18,4
C87H145N24O32,8,190,65663,z19,4
C107H180N31O40S1,4,190,88127,z24,5
C107H180N31O40S1,5,190,52114,z24,5
C116H192N35O43S1,16,190,48372,z26,6
C767H1213N211O245S5,2,191,306427,precursor,16
C767H1213N211O245S5,6,191,168436,precursor,16
C767H1213N211O245S5,0,191,234315,precursor,17
C767H1213N211O245S5,5,191,190612,precursor,17
C767H1213N211O245S5,2,191,317256,precursor,18
C767H1213N211O245S5,4,191,36297,precursor,18
C767H1213N211O245S5,0,191,35275,precursor,19
C767H1213N211O245S5,3,191,193831,precursor,19
C8H16N4O3,0,191,7410,c3,1
C11H21N5O5,0,191,53170,c4,1
C16H30N6O6S1,0,191,94818,c5,1
C21H39N7O7S2,-1,191,292573,c6,1
C21H39N7O7S2,0,191,137433,c6,1
C23H42N8O8S2,-1,191,28918,c7,1
C23H42N8O8S2,0,191,394658,c7,1
C27H47N9O11S2,0,191,40050,c8,1
C32H56N10O12S2,0,191,23857,c9,1
C32H56N10O12S2,6,191,33846,c9,1
C32H56N10O12S2,9,191,26365,c9,1
C38H68N12O13S2,0,191,274266,c10,1
C38H68N12O13S2,4,191,52234,c10,1
C43H75N13O16S2,0,191,340224,c11,1
C43H75N13O16S2,8,191,28812,c11,1
C46H80N14O18S2,0,191,312139,c12,1
C46H80N14O18S2,0,191,54397,c12,2
C52H92N16O19S2,-1,191,64589,c13,1
C52H92N16O19S2,7,191,34065,c13,1
C52H92N16O19S2,8,191,56254,c13,1
C52H92N16O19S2,-1,191,11758,c13,2
C52H92N16O19S2,0,191,527113,c13,2
C57H101N17O20S3,0,191,610025,c14,2
C62H109N19O22S3,0,191,242125,c15,2
C62H109N19O22S3,5,191,56818,c15,2
C68H120N20O23S3,-1,191,42085,c16,2
C68H120N20O23S3,0,191,339154,c16,2
C77H134N22O26S3,9,191,14571,c18,2
C77H134N22O26S3,11,191,57113,c18,2
C77H134N22O26S3,0,191,114275,c18,3
C82H141N23O29S3,0,191,720239,c19,2
C82H141N23O29S3,1,191,2430,c19,2
C82H141N23O29S3,7,191,82539,c19,2
C82H141N23O29S3,10,191,45613,c19,2
C82H141N23O29S3,0,191,306965,c19,3
C91H155N25O32S3,0,191,47207,c21,2
C91H155N25O32S3,9,191,97891,c21,2
C91H155N25O32S3,11,191,43636,c21,2
C93H158N26O33S3,0,191,201918,c22,2
C93H158N26O33S3,1,191,10695,c22,2
C93H158N26O33S3,7,191,81466,c22,2
C93H158N26O33S3,14,191,120938,c22,2
C93H158N26O33S3,0,191,129435,c22,3
C99H170N30O34S3,6,191,101987,c23,2
C99H170N30O34S3,0,191,607988,c23,3
C115H197N33O37S3,-1,191,215092,c26,3
C115H197N33O37S3,2,191,26268,c26,3
C115H197N33O37S3,3,191,71610,c26,3
C115H197N33O37S3,0,191,82348,c26,4
C121H208N34O38S3,-1,191,21150,c27,2
C121H208N34O38S3,0,191,154344,c27,2
C121H208N34O38S3,2,191,90420,c27,2
C121H208N34O38S3,3,191,12449,c27,2
C121H208N34O38S3,-1,191,186053,c27,3
C121H208N34O38S3,0,191,180879,c27,3
C121H208N34O38S3,1,191,65198,c27,3
C121H208N34O38S3,-1,191,251614,c27,4
C121H208N34O38S3,1,191,133573,c27,4
C121H208N34O38S3,2,191,502,c27,4
C130H221N37O41S3,2,191,69218,c29,3
C130H221N37O41S3,0,191,124014,c29,4
C139H230N38O42S3,-1,191,127166,c30,3
C139H230N38O42S3,1,191,151872,c30,3
C139H230N38O42S3,-1,191,32698,c30,4
C139H230N38O42S3,0,191,191799,c30,4
C139H230N38O42S3,0,191,133353,c30,5
C144H237N39O45S3,-1,191,96353,c31,3
C144H237N39O45S3,2,191,134220,c31,3
C144H237N39O45S3,-1,191,180753,c31,4
C144H237N39O45S3,-1,191,1408,c31,5
C144H237N39O45S3,0,191,23931,c31,5
C152H249N41O48S3,0,191,92921,c33,3
C152H249N41O48S3,2,191,86118,c33,3
C152H249N41O48S3,-1,191,13977,c33,4
C152H249N41O48S3,1,191,51146,c33,4
C152H249N41O48S3,0,191,53758,c33,5
C155H254N42O50S3,0,191,20724,c34,3
C155H254N42O50S3,1,191,162967,c34,3
C155H254N42O50S3,3,191,42910,c34,4
C155H254N42O50S3,0,191,265965,c34,5
C159H259N43O53S3,0,191,11618,c35,4
C159H259N43O53S3,1,191,122770,c35,4
C159H259N43O53S3,6,191,76927,c35,4
C159H259N43O53S3,0,191,72243,c35,5
C168H268N44O55S3,-1,191,18309,c36,4
C168H268N44O55S3,0,191,125547,c36,4
C168H268N44O55S3,1,191,49374,c36,4
C168H268N44O55S3,9,191,26858,c36,4
C168H268N44O55S3,10,191,391,c36,4
C168H268N44O55S3,-1,191,46745,c36,5
C168H268N44O55S3,0,191,99701,c36,5
C171H273N45O57S3,0,191,232241,c37,3
C171H273N45O57S3,1,191,28804,c37,3
C171H273N45O57S3,-1,191,181339,c37,4
C171H273N45O57S3,1,191,261093,c37,4
C171H273N45O57S3,0,191,255045,c37,5
C171H273N45O57S3,1,191,12710,c37,5
C175H279N47O59S3,0,191,64232,c38,4
C181H290N48O60S3,0,191,35346,c39,4
C187H297N51O61S3,-1,191,104270,c40,4
C187H297N51O61S3,0,191,140279,c40,4
C187H297N51O61S3,0,191,188616,c40,5
C187H297N51O61S3,1,191,31027,c40,5
C187H297N51O61S3,-1,191,41706,c40,6
C197H312N54O66S3,0,191,46444,c42,4
C197H312N54O66S3,1,191,97089,c42,4
C197H312N54O66S3,-1,191,41936,c42,5
C197H312N54O66S3,0,191,51443,c42,5
C197H312N54O66S3,1,191,80691,c42,5
C197H312N54O66S3,-1,191,12977,c42,6
C201H319N55O68S3,12,191,59991,c43,5
C207H330N56O69S3,-1,191,69308,c44,5
C207H330N56O69S3,0,191,146681,c44,5
C207H330N56O69S3,-1,191,64000,c44,6
C207H330N56O69S3,1,191,44685,c44,6
C210H335N57O70S3,0,191,163079,c45,4
C210H335N57O70S3,1,191,88888,c45,4
C210H335N57O70S3,-1,191,231099,c45,5
C210H335N57O70S3,1,191,53890,c45,5
C210H335N57O70S3,0,191,91261,c45,6
C210H335N57O70S3,12,191,41334,c45,6
C210H335N57O70S3,13,191,15176,c45,6
C218H347N59O73S3,1,191,106774,c47,3
C218H347N59O73S3,-1,191,243347,c47,4
C218H347N59O73S3,1,191,97021,c47,4
C218H347N59O73S3,2,191,133781,c47,4
C218H347N59O73S3,-1,191,101184,c47,5
C218H347N59O73S3,0,191,644102,c47,5
C218H347N59O73S3,1,191,9827,c47,6
C218H347N59O73S3,2,191,92823,c47,6
C218H347N59O73S3,3,191,364880,c47,6
C218H347N59O73S3,0,191,72199,c47,7
C221H352N60O75S3,-1,191,155996,c48,5
C221H352N60O75S3,0,191,298773,c48,5
C221H352N60O75S3,0,191,310305,c48,6
C221H352N60O75S3,1,191,93059,c48,6
C226H361N61O76S3,-1,191,151149,c49,5
C226H361N61O76S3,0,191,50864,c49,5
C226H361N61O76S3,-1,191,111288,c49,6
C226H361N61O76S3,2,191,52849,c49,6
C235H370N62O77S3,0,191,87515,c50,4
C235H370N62O77S3,2,191,44172,c50,4
C235H370N62O77S3,-1,191,129597,c50,5
C235H370N62O77S3,0,191,177436,c50,5
C235H370N62O77S3,3,191,87555,c50,5
C235H370N62O77S3,-1,191,454788,c50,6
C235H370N62O77S3,0,191,64083,c50,6
C235H370N62O77S3,-1,191,40062,c50,7
C235H370N62O77S3,1,191,48462,c50,7
C241H382N64O78S3,-1,191,35707,c51,4
C241H382N64O78S3,1,191,137947,c51,4
C241H382N64O78S3,2,191,74704,c51,4
C241H382N64O78S3,0,191,431320,c51,5
C241H382N64O78S3,1,191,17793,c51,5
C241H382N64O78S3,3,191,112829,c51,5
C241H382N64O78S3,-1,191,272599,c51,6
C241H382N64O78S3,1,191,209988,c51,6
C241H382N64O78S3,4,191,63450,c51,6
C241H382N64O78S3,-1,191,59938,c51,7
C241H382N64O78S3,0,191,110477,c51,7
C244H387N65O80S3,-1,191,37207,c52,5
C244H387N65O80S3,-1,191,76977,c52,6
C244H387N65O80S3,0,191,68532,c52,6
C244H387N65O80S3,5,191,60825,c52,6
C244H387N65O80S3,0,191,26016,c52,7
C244H387N65O80S3,1,191,7957,c52,7
C248H394N66O82S3,-1,191,23510,c53,5
C248H394N66O82S3,0,191,474550,c53,5
C254H406N68O83S3,-1,191,61903,c54,5
C254H406N68O83S3,1,191,150746,c54,5
C254H406N68O83S3,-1,191,240600,c54,6
C254H406N68O83S3,0,191,40112,c54,6
C254H406N68O83S3,1,191,188139,c54,6
C254H406N68O83S3,-1,191,442487,c54,7
C254H406N68O83S3,0,191,151506,c54,7
C254H406N68O83S3,2,191,27969,c54,7
C254H406N68O83S3,-1,191,37356,c54,8
C254H406N68O83S3,1,191,38121,c54,8
C265H424N70O85S3,-1,191,226821,c56,5
C265H424N70O85S3,1,191,259554,c56,5
C265H424N70O85S3,2,191,50452,c56,5
C265H424N70O85S3,-1,191,76910,c56,6
C265H424N70O85S3,0,191,819295,c56,6
C265H424N70O85S3,7,191,6798,c56,6
C265H424N70O85S3,-1,191,397663,c56,7
C265H424N70O85S3,0,191,148940,c56,7
C265H424N70O85S3,2,191,37862,c56,7
C265H424N70O85S3,3,191,32857,c56,7
C274H438N72O88S3,0,191,217536,c58,5
C274H438N72O88S3,-1,191,221778,c58,6
C274H438N72O88S3,1,191,116941,c58,6
C274H438N72O88S3,-1,191,89500,c58,7
C274H438N72O88S3,2,191,145365,c58,7
C276H441N73O89S3,3,191,48389,c59,6
C276H441N73O89S3,-1,191,234244,c59,7
C276H441N73O89S3,2,191,118073,c59,7
C282H453N75O90S3,1,191,153650,c60,6
C282H453N75O90S3,2,191,116163,c60,6
C291H462N76O91S3,0,191,386890,c61,6
C291H462N76O91S3,3,191,73047,c61,6
C291H462N76O91S3,0,191,314588,c61,7
C291H462N76O91S3,1,191,1255,c61,7
C291H462N76O91S3,0,191,223336,c61,8
C297H474N80O92S3,0,191,319495,c62,6
C297H474N80O92S3,6,191,89678,c62,6
C297H474N80O92S3,-1,191,223468,c62,7
C297H474N80O92S3,0,191,375313,c62,7
C297H474N80O92S3,0,191,276193,c62,8
C297H474N80O92S3,2,191,99133,c62,8
C297H474N80O92S3,-1,191,52225,c62,9
C297H474N80O92S3,1,191,44236,c62,9
C308H484N82O93S3,-1,191,182754,c63,6
C308H484N82O93S3,1,191,88339,c63,6
C308H484N82O93S3,3,191,147589,c63,6
C308H484N82O93S3,0,191,507568,c63,7
C308H484N82O93S3,5,191,28574,c63,7
C308H484N82O93S3,0,191,318687,c63,8
C308H484N82O93S3,1,191,41303,c63,8
C317H500N84O96S3,-1,191,57119,c65,7
C317H500N84O96S3,0,191,127298,c65,7
C317H500N84O96S3,1,191,153027,c65,7
C317H500N84O96S3,-1,191,57050,c65,8
C317H500N84O96S3,0,191,168774,c65,8
C317H500N84O96S3,2,191,59144,c65,8
C321H505N85O99S3,-1,191,80570,c66,6
C321H505N85O99S3,1,191,287819,c66,6
C321H505N85O99S3,-1,191,114017,c66,7
C321H505N85O99S3,0,191,445331,c66,7
C321H505N85O99S3,-1,191,24534,c66,8
C321H505N85O99S3,0,191,346269,c66,8
C321H505N85O99S3,-1,191,146663,c66,9
C321H505N85O99S3,1,191,14670,c66,9
C326H513N87O101S3,1,191,65144,c67,6
C326H513N87O101S3,3,191,163710,c67,6
C326H513N87O101S3,4,191,5284,c67,6
C326H513N87O101S3,-1,191,122827,c67,7
C326H513N87O101S3,0,191,188278,c67,7
C326H513N87O101S3,3,191,179240,c67,7
C326H513N87O101S3,0,191,353626,c67,8
C326H513N87O101S3,3,191,27189,c67,8
C326H513N87O101S3,-1,191,77367,c67,9
C326H513N87O101S3,0,191,146577,c67,9
C332H524N88O102S3,-1,191,113901,c68,8
C335H529N89O103S3,1,191,70675,c69,8
C346H549N91O105S3,1,191,149331,c71,6
C346H549N91O105S3,2,191,193674,c71,6
C346H549N91O105S3,3,191,21277,c71,6
C346H549N91O105S3,-1,191,111485,c71,7
C346H549N91O105S3,0,191,115729,c71,7
C346H549N91O105S3,2,191,21480,c71,7
C346H549N91O105S3,3,191,138929,c71,7
C346H549N91O105S3,-1,191,38110,c71,8
C346H549N91O105S3,0,191,305255,c71,8
C346H549N91O105S3,0,191,120295,c71,9
C355H562N94O108S3,1,191,20077,c73,7
C355H562N94O108S3,7,191,47113,c73,7
C355H562N94O108S3,-1,191,259629,c73,8
C355H562N94O108S3,1,191,34275,c73,8
C355H562N94O108S3,0,191,39768,c73,9
C355H562N94O108S3,1,191,57896,c73,9
C355H562N94O108S3,4,191,1851,c73,9
C360H571N95O109S3,-1,191,97147,c74,7
C360H571N95O109S3,2,191,142192,c74,7
C360H571N95O109S3,-1,191,222887,c74,8
C360H571N95O109S3,3,191,119187,c74,8
C360H571N95O109S3,-1,191,157638,c74,9
C360H571N95O109S3,0,191,100221,c74,9
C360H571N95O109S3,5,191,8646,c74,9
C360H571N95O109S3,6,191,32932,c74,9
C371H589N97O113S3,-1,191,19449,c76,7
C371H589N97O113S3,0,191,187003,c76,7
